-0:12	とみさたん	
2:06:25	虚モ_	草
2:06:25	ぐみ	リア狂が多すぎるんだよ。。。
2:06:25	煎彩ちゃん	ふぇありす破綻すごい
2:06:26	ミカグラ	草
2:06:26	ほのちぃ。	草
2:06:26	すい	草
2:06:26	Tina #	草
2:06:26	山田さん	草
2:06:26	さちるの	草
2:06:26	MAX	草
2:06:26	餅月あんこ	草
2:06:26	つなぎ	草
2:06:26	G pen	草
2:06:26	tomozo	草
2:06:27	あるてな	草
2:06:27	牛のチャーシューを食べて育った子供の鶏	普通にありえないんだよな
2:06:27	らけとんけーどめん	草
2:06:27	ツツツババササ	草
2:06:27	yura temu	次の日来るんか
2:06:27	r k	草
2:06:27	プラスティー	草
2:06:28	aka dan	草
2:06:28	k z	草
2:06:28	しろくま	草
2:06:28	モキシワタ	草
2:06:28	ボウカー	草
2:06:28	ねる子	草
2:06:29	# ChroSaku	もう１発くらいね
2:06:29	稀紗	草
2:06:29	000青魚	草
2:06:30	Mizu	草
2:06:30	javasparrow mylife	草
2:06:30	マツリカ	草
2:06:30	らぷとん	草
2:06:31	コキュートス'	霊能出るムーブがよくわからなかった
2:06:31	うらん。	草
2:06:31	しーくん	勝ったな
2:06:32	amuza	草
2:06:33	ネ右	一発じゃ生き返っちゃうｗ
2:06:33	ゆい	草
2:06:34	きかんほうさん	最後までｗ
2:06:34	ラパン.	これ村語り誰なんだ？
2:06:34	ギジー	草
2:06:34	。やかんみかん俺ポカーン。	草
2:06:34	あずみ	lmaoooo
2:06:35	かずさん	草
2:06:36	柿食う客	草
2:06:36	B取る	ないすぅうううううううう
2:06:36	だい.	gg
2:06:36	mill	草
2:06:36	ラッキーストライク男	草
2:06:37	櫻井侑	草
2:06:37	べりぃ	草
2:06:37	simnim	念入りにやろうとすな
2:06:37	N A	ですよね
2:06:37	Ka Ka	おおお
2:06:37	ユーグ	おー！
2:06:37	ぎらぎら星	草
2:06:37	lulla by	草
2:06:37	まっつん	念入りｗ
2:06:37	かたくり粉	草
2:06:38	yuto	ないすぅぅ
2:06:38	涼風心桜	おお！
2:06:38	へでら	おわったな
2:06:38	だぼ	おおおお！！！！
2:06:38	SQRT-1764	念入りに
2:06:38	Pon Pan	草
2:06:39	奏氷。	👏👏👏
2:06:39	只の杖	勝利
2:06:39	セミファイナル	いえーい
2:06:39	リフォーム	やったぜ
2:06:39	J	おお
2:06:39	タオル	gg
2:06:39	パパくん	おおおおお
2:06:39	!マイン	おおおおおおおおおお
2:06:39	baniyann	おおおおおおおおおおおお
2:06:39	れんぴっか	ナイスゥ！
2:06:40	こうだ	おめでとう
2:06:40	ひなた	おお！
2:06:40	めありぃ。	やっちゃーーーーー！
2:06:40	たけちゃん。	おめでとう〜！！！！
2:06:40	izuki 0168	おお
2:06:41	ぺっこん	ナイス
2:06:41	gg_me	やっちゃ〜
2:06:41	? Ryuki	いえーい！
2:06:41	ルくるの.	おおお
2:06:41	紫兎-sito-	おおおおおお！
2:06:41	小松ばん	おめでとう～！！！
2:06:41	何にでも修正しようとするカミーユ・ビダン	おおおお
2:06:42	シーゴン	おめでとう！
2:06:42	kamde	よかった
2:06:42	y k Lv.20	ナイスゥ！！！！
2:06:43	Kirumi	おおおお
2:06:43	みんじゅ	うえええええい！！！！！
2:06:43	村田ネギ	👏👏👏👏
2:06:44	らいの	gg
2:06:44	あずあず	ナイス！
2:06:44	リューケン	まぁ、そだよー
2:06:44	Kohan	草
2:06:44	ちん	gg
2:06:45	めぽ。	ナイスゥ！
2:06:45	ホットドッグ	おお
2:06:45	さんずい	いえーい
2:06:45	japan net	プレミ多かったな
2:06:45	ほんそめわけべら	そりゃそうだ
2:06:45	GNOME【ノーム】	ナイスゥー
2:06:45	あきカレー	ナイスゥ！
2:06:46	oovouvois	ayee~
2:06:46	まがみ	お～
2:06:46	NNN RRR	これは人狼詰んでたな
2:06:47	キタマ	ナイスゥ！！！
2:06:47	634ルチル	GG…！
2:06:47	K a i n	おおおおお
2:06:47	ただの小エビです	おお
2:06:48	Yuuki	gg
2:06:48	クリスピーナ	おめー！
2:06:48	ユーヒ	おめでとう！
2:06:48	佐藤太郎	そりゃそうよ
2:06:48	いちごうさぎ	すごい！！
2:06:48	赤かな	おおおお！！
2:06:49	tai0103	いえーい
2:06:50	さくめる	ナイスゥ！
2:06:50	んー	おぉおお
2:06:50	Dies Irae Deus	草
2:06:50	おじ	ナイスゥ！
2:06:50	チョコマシュマロ	おおおおおお
2:06:50	はんがーばー	おめでとう！！
2:06:51	a a	gg
2:06:52	るるら	おめ！！！！
2:06:52	遊鬱	ナイスゥ
2:06:53	ざんまいTF	いえーい
2:06:53	書店員	おおお！
2:06:53	ぷらと	約束された勝利だったな〜〜
2:06:53	山菓子	おめでとう！
2:06:53	薄明	ナイスゥ！
2:06:54	Sia	ナイスー！
2:06:54	梨モン	やったー
2:06:54	天狐きつね	おめでとおおお！
2:06:55	nagara	ないすぅ！
2:06:55	白民.yui_shiro	ないすぅー
2:06:55	あじむ7	おめでとう！
2:06:55	AIKE	おおおおおおおお
2:06:56	t. t	狂人リンチエンド
2:06:56	中じゅん	gg
2:06:56	薙堂哿蓮〈Nadou Karen〉	ナイスゥ！
2:06:57	葉月	gg
2:06:57	Blue	ないすうううううううう
2:06:57	アルシエル	フェアリス今日ホンとダメだな
2:06:58	せお	ナイスゥ！
2:06:58	mae	gg
2:06:58	R YU	おおおおお
2:06:58	ながあめ	gg!
2:06:59	rapi102	ナイスゥ!!
2:06:59	ミナ。	おおお！
2:07:00	謙	これがふぇありすショックなん？
2:07:00	虚モ_	GG！
2:07:00	眠眠惰眠	それはそう
2:07:00	r k	ナイスゥ！！
2:07:00	千鶴	ないすぅ！
2:07:01	るーまん	草
2:07:01	ぐるぐる回線の指原	ないすぅー！
2:07:01	ユウギリ	👏👏👏👏👏
2:07:01	。ラグ	まぁそうだよな
2:07:01	pokekid88	おおおお
2:07:01	チキケミ	おめでとう！
2:07:01	深夜2時の管理職	すばらし！
2:07:01	77 les	狼の霊能騙りはなぁ
2:07:01	うはもも	おおおおお！
2:07:02	なる	いぇーい
2:07:02	水曜日の先輩	いい朝だ！
2:07:02	nai nappii	簡単な人狼だったな
2:07:03	こゆきしば	ナイス～～～
2:07:03	てぃがう	占いの場所が悪すぎた
2:07:03	#アンモイナト	ふわっちすげぇなぁ
2:07:05	Schwarz Clive	GG
2:07:05	お助58	gg
2:07:05	むらちゃん	ないす！
2:07:05	なおぴろ	叶え霊媒出た時点で終わったからな
2:07:05	マリスステラ	おめでとぉぉぉぉ
2:07:06	るたろー	gg
2:07:06	パッポン	霊能出る意味はなかったのかな
2:07:07	ししるいるい	ないすぅ！
2:07:07	karen火蓮	gg
2:07:07	グランツ	ですよねーｗ
2:07:08	山口フグ雄	かなかなきつかったな
2:07:08	深守	gg
2:07:08	rin __matu	天開最初釣れたのでかかった
2:07:09	DonKiti5121	村八分
2:07:09	マイ	ふぇありすの破綻きつかったな村人気付いてなさそうだったけど
2:07:09	Fel may	そりゃそうよな
2:07:09	NAP zZ	笹木初勝利か？
2:07:10	カ氏96.8度	gg
2:07:10	鉄の塊	おおお！
2:07:11	タスクだんちょー	ないすー！！
2:07:11	手羽先オルタ	gg
2:07:11	栗宮	初日黒吊りが続くねえ
2:07:12	八重薫	霊能出た時点で詰みだったねナイス
2:07:13	Ronginusu	しぃしぃ上手かった
2:07:13	春原太樹	初日狼吊られすぎ問題ｗ
2:07:13	どどDodo	人狼初日吊り多いね
2:07:13	miyukichi	gg
2:07:14	華弾	GG
2:07:14	鈴木太一	人狼きつすぎる
2:07:16	魅依	ナイスゥ！
2:07:16	ほほみや	ないす！
2:07:16	ラビちゃん	プレミ多くね
2:07:17	まめまめ餅	しぃしぃがナイスムーブ
2:07:17	アキリス	ふぇありすは悪くないやろ
2:07:17	タツカン	ふわっち最後まで生き残って2連勝
2:07:17	なだそうそう	これはナイス村長
2:07:17	bladeoff	霊で出るまずかった
2:07:18	えい	かなかなが天界黒にした理由を聞きたい
2:07:18	pomuhei1	初日に毎回狼相方吊られるのつらすぎる
2:07:19	エマノン	フェアリス完全裏目ったなあ
2:07:19	あずみ	gg
2:07:20	ナンなん?	破綻してたからきついよね〜
2:07:20	A	gg
2:07:21	ああ	最初から叶怪しかったからなぁ
2:07:21	hide hide	ふわっち全勝じゃん！！！！！！
2:07:21	純ヘカピース	いいねいいねー
2:07:21	swwwtwwwk	やったあああ
2:07:21	たべっちかにっち	めっちゃ霊能力者だったな
2:07:22	ぽむ	司ついてなかったな
2:07:22	。漁夫の利	天界司やれたのでかかったね
2:07:22	しびゅら	天開黒確定がしんどかった
2:07:23	ポンD	大福めっちゃ白かったなｗ
2:07:23	猫だいふく	初夜狼死ぬの多いね
2:07:23	Kozuki Yui	Kuzuha tensai tantei
2:07:23	account creat	初日で狼吊られたらきついよな
2:07:23	フジノンノン	ナイス葛葉！！！
2:07:23	ぷりん#凛fam	笹木がとにかくアホすぎて
2:07:23	bumana	フェアリス今夜寝込みそう
2:07:23	matutake	これで白雪さん霊だとやばい展開ではあった
2:07:24	新井式廻轉抽籤器	あー
2:07:24	MyMoJJ	笹
2:07:24	ぷらと	フェアリス初日からめちゃくちゃ狂人ぽかったしな笑笑笑
2:07:24	れるひそ	リア狂人いない限りかち
2:07:24	うりょ	色が白かったから
2:07:25	海狸	ナイスゥ！
2:07:25	「響」	gg
2:07:25	みけひた	gg
2:07:26	Kohan	叶積んでたな
2:07:26	ASH	あーね
2:07:28	Winder Tundra	かなかなミスったなあ
2:07:28	haine	かなかな霊出たのちょっと良くないな
2:07:28	kin sss	これは、ラス一の狼が叶が霊能でたのが・・。
2:07:28	ニコニコ	ああ
2:07:28	トラトラトラ	笹木が頭悪すぎる
2:07:28	奏	人狼側やらかしたな
2:07:28	Akira AC	しぃしぃの霊能力者が嘘すぎるの草すぎた
2:07:29	藤原紫苑	ぶっちゃけ椎名霊だと思ってた
2:07:29	タニシOORer	初っ端黒確出されるの辛いなあ
2:07:29	あかるる	椎名さん口数多い時点で白見てたけど完璧な導線残したなｗ
2:07:29	へでら	苦しかったな
2:07:29	コネココ	なるほど
2:07:30	Luore / ルオレ	gg
2:07:30	mol	狩人誰や
2:07:30	Ka Ka	あー
2:07:30	幸子EX	フェアリスの破綻無くても勝ってた
2:07:30	チビ	なぜわざわざ霊能出てしかも黒と言ったのか
2:07:31	てんまい	ふわっちナイスだったね
2:07:31	あざまる	あ～
2:07:31	DDかきいろ	ひとばしぃしぃら
2:07:32	まやね	てんかいつれて無かったら怖いなこれ
2:07:32	taroh tanaka	ふぇあさん破綻しすぎてない？
2:07:32	バグ2	葛葉英断だったなあ
2:07:32	トイレマン	初日天開が死んだのがつらい
2:07:32	*眠り姫くん	ナイスぅ！
2:07:32	i h	初日に人狼すんのキッついな
2:07:33	犬養毅	あー
2:07:33	かさはら	なるほどね
2:07:33	焔アグニ	フェアリスのミスだけじゃない、叶の霊能COで破綻したから
2:07:34	なつきちゃん!	ああ
2:07:34	マツリカ	gg
2:07:35	ライト。	積んでたよねｗ
2:07:35	ライ	ふぇありすが破綻しちゃってるからなー
2:07:35	AC	巴さんすげぇな
2:07:36	mudkip	あー占い指定があったから出たのか！
2:07:36	ネコペンギン	gg
2:07:36	水蜜糖	ナイス
2:07:36	ねおき	なるほどね
2:07:36	k g	ふぇありすはむしろ被害者
2:07:36	M初老爺	いい遺言だったなぁ
2:07:36	ウッウウッ	白雪さん有能やん
2:07:36	しーく	霊能出るならパンダにする必要があった
2:07:36	fazuファズー	狩人は巴さん？
2:07:36	Hero Tag	なるほどね
2:07:37	のいまのいっとのいのいず。	なるほど‪w
2:07:37	宮本かなで	あー
2:07:37	ちゃと	あー
2:07:37	つな	あ〜なるほどね
2:07:37	ななし	あーなるほどなあ
2:07:37	ねむいるくう	白雪さんGJだった
2:07:37	眠眠惰眠	なるほど
2:07:37	マール/まんまるハリネズミ	あーそっか
2:07:37	niwakon .F	なるほど
2:07:38	覚夜-かぐや-	なるほど
2:07:39	安藤信正	フェアリスがどうこうの問題でなくない
2:07:39	まくすくろ	あーなるほど
2:07:40	\り/	なるほど
2:07:41	ふみはる	なるほどなぁ
2:07:41	徳川家康	あ～
2:07:41	-あいりす-虹彩	難しかったなあ
2:07:41	Ri Mata	あー
2:07:41	うさみ	それかー
2:07:42	みどりいろ	巴さんのファインプレー
2:07:42	nika	ナイスじゃん白雪さん
2:07:42	タヌキとネコ	たしかに
2:07:43	まいなす	あーなるほど！
2:07:43	バーチャルハイボール	役職開示してー
2:07:43	Tobahide	うまいね
2:07:43	nanao	最初で詰んでたな
2:07:44	台風0号	なるほど
2:07:44	great fullでぃず。	確かに
2:07:44	パンパンコ	巴さんじゃん
2:07:44	dd	巴さんファインプレーだったのか
2:07:45	miya	破綻は意図的か
2:07:45	すけ	gg
2:07:45	おしゃけ	ナイスゥ
2:07:45	あだ	なるほどね
2:07:45	あいひろ	司やられた時点でね
2:07:45	コンブ	いや粘ったと思う
2:07:45	rapi102	ナイスプレイだったなあ!
2:07:45	カ氏96.8度	なるほどねえ
2:07:45	DonKiti5121	笹木、生存おめでとう
2:07:46	がうるえる	ナイスゥ
2:07:46	GNOME【ノーム】	白雪様ナイスゥ
2:07:46	セルカトネットヤーグ	巴さんファインプレー
2:07:46	sora	かっけえな
2:07:47	庶汰	そういえばそうか
2:07:47	ミングル	さすが巴様
2:07:47	クラウン	巴さんファインプレーや
2:07:48	菜花[なはな]	そうねー
2:07:48	wamotin motiron	そんなことなかったような、、、、
2:07:48	魂と記憶の盾	あー
2:07:48	あかひな	巴さん霊能予想か
2:07:49	_るめ	なるほど
2:07:49	ひくよ	まあかなかな積んでたよな
2:07:49	名無し、	かなかなはいつだって怪しい
2:07:49	よみ	白雪さんいいねぇ
2:07:49	吊るされchicken	あーなるほど
2:07:50	アキパン	白雪さんないすう
2:07:50	さぬき	叶プレミだな
2:07:50	アゲハさん	ふぇありすは怪しかったけど、完全に狂人の動きだったもんなｗ
2:07:50	kai 10	巴さんナイス
2:07:51	とおのマン	なるほど
2:07:51	あんどりゅー	きつかったなぁ
2:07:51	とょめめ	てことは巴さんナイスなのか
2:07:51	Tanyanyanya	そうなんだ
2:07:51	はな	ナイス
2:07:51	kamde	なるほどなぁ
2:07:51	南野もず	gg
2:07:51	ツツツババササ	巴さんファインプレー
2:07:52	R DA	ナイス遺言やったな
2:07:52	su- kun スークン	巴さんやるやん
2:07:52	リフォーム	また初日狼だったのか
2:07:52	NEROymネロやん	破綻も意図か
2:07:53	Jelena Jesti Zec .W	なるほど！
2:07:53	しょご	そういうことか、なるへそ
2:07:53	ペンだこ	相方も落ちてたし
2:07:53	朱朱	巴さんナイス！
2:07:53	まふゆ。	なるほどなあ
2:07:53	風カラフル	巴さんナイスすぎる
2:07:53	桃purée	初日人狼釣り痛いね
2:07:53	遅刻魔かりん	巴さん！
2:07:54	白ニット	実は巴様ナイスプレイ
2:07:54	もちこめこ	なるほど
2:07:55	まんぷく	初手で人狼釣られすぎ問題
2:07:56	取らぬ狸の涙	巴さんナイス！！
2:07:56	ごくごく民	巴さんか
2:07:57	ぬこ	草
2:07:57	たう	さすが白雪さん
2:07:58	John Smith	草
2:07:58	ピロリ	じゃあフェアリスの破綻は意図的だったんか
2:07:58	倭人	初手事故死が多すぎて
2:07:59	Akira AC	あー、そういう事か、破綻前提か
2:07:59	ホットケーキ	草
2:08:00	チョコマシュマロ	ナイスゥ
2:08:00	ピヨピヨ	破綻はわざとか
2:08:00	nibosi	ナイス巴さん
2:08:01	べー	フェアリス演技はすごい
2:08:01	新米あらこ	１試合目は見所あったけど、さっきのはポン祭りだった
2:08:01	Ronginusu	草
2:08:01	カントク脱出成功せず	よかったなぁ
2:08:02	カルピン	パンダになったら釣られるからな
2:08:02	シマシマ	詰みだったのか
2:08:02	にいの	というか天開さん吊られるのが痛かった
2:08:02	オクトパス	草
2:08:02	灰猫	喋ってたな
2:08:02	うりょ	草
2:08:02	流星	白雪さんMVPやな
2:08:03	N H	草
2:08:03	ポンD	いや天開喋ってないよｗ
2:08:03	お姉様ランチ	巴さんナイスすぎ
2:08:03	tomooo_ v	怪しかった
2:08:03	himoma	なるほど
2:08:04	トイレマン	フェアリスがミスってる
2:08:04	オレンジ	静かだったよ
2:08:04	ネ右	あー狂人に知ってもらうためか
2:08:04	Kaede_naT	途中からフェアリスは破綻してヘイト稼ぐムーブだったか
2:08:04	ゆるる	草
2:08:04	ただのからす	巴さんナイス
2:08:05	みるも	ランダム白はちょっと狼不利なのかなぁ
2:08:05	のりぞう。	草
2:08:05	ももとせ	喋ってたよォ！！
2:08:05	13JF	草
2:08:06	然·	おお
2:08:06	しましま	巴さんがファインプレーだったのかｗ
2:08:06	[V] K blank	何気に司の不運も発揮してた形なのか…
2:08:06	きっと	フェアリスがヘイト買おうとしてたんか
2:08:06	taketo RONA	草
2:08:07	さみらい	草
2:08:07	うずら	フェアリスは釣られに行ったってこと？
2:08:07	諸葛亮	最序盤で釣られるのつらいね
2:08:07	開かずの扉	意図的破綻なにゃ
2:08:08	いちごうさぎ	役開示して欲しい
2:08:08	Virtualキーさん	司話してたっけ？
2:08:08	あいた	白雪さんナイスだったな
2:08:08	うずまきなると	笹木とまわりのレベル差がありすぎて運ゲーなんたよな
2:08:08	橘ヒナコ	巴さんナイス
2:08:08	だらくま	ドンマイ…
2:08:08	Keys	草
2:08:08	はるひこ	ふわっちずっと生き延びてんなｗ
2:08:08	モキシワタ	草
2:08:09	くらりす	可哀想だったｗ
2:08:09	yura yura	いい流れだったね
2:08:10	うさみ	2日連続で初日狼釣りはすごい
2:08:11	貴田成海	印象は薄かったな
2:08:12	きだまさおみ	霊能で出た瞬間負けだった
2:08:12	イヴ	この村直感が強すぎるｗ
2:08:12	めありぃ。	タイムキープ司
2:08:12	kwai dan	早期退場なりにいい仕事をする巴さん
2:08:13	Januarやぬあーる	喋ってなかったぞ
2:08:13	swwwtwwwk	話してたか？
2:08:13	たけちよ	フェアリスさんは犠牲になろうとしたのか
2:08:15	鶏頭	司、声ひくいからな
2:08:15	Paper Tiger	白雪さんファインプレーかぁｗ
2:08:15	うりょ	説得力か
2:08:15	よみかえる	村人センサーってつよいよね
2:08:16	タナカカナタ	ナイスプレイ！
2:08:16	tyan kawai	司投票ふぇありす起点だったかそういや
2:08:17	ふやけたチュロス	ボソボソしてたからなぁ
2:08:17	ユイス_ワンコ	印象残ってないんよなぁ
2:08:17	ryuuji	笹木にいったのが怪しかった
2:08:17	ヒヨロシ	声が埋もれやすいんだろうな
2:08:17	四季郎	司は標準の量が少ないんだよ！
2:08:18	太郎丸京子	天開は話してたけど議論の内容薄すぎる
2:08:18	Gale ria	天開マジで草
2:08:18	カッスン	葛葉の説得力よかったね
2:08:18	unknown【アンノウン】	なるほどね
2:08:19	らせん	普段が饒舌なのよ
2:08:19	パルパル	喋ってたけど会話に入ってるイメージなかったな
2:08:19	藤原紫苑	印象なかった
2:08:20	一ノ瀬奏	笹木より喋ってない感じがしたよ
2:08:20	てんてき	てんかいじは村じゃない感すごかったから・・・
2:08:21	さんび	記憶にのこる話してなかった
2:08:21	九九.	声の大きさがものをいう
2:08:21	ニキニキ	巴さんナイス
2:08:21	スラ	正直天開吊りも叶のムーブだよね
2:08:21	クロサワアキラ	霊に出てきたのがもうね
2:08:21	にこまり	やはり葛葉やるやん
2:08:21	原始くん 非公式	よく考えればしいしいじゃなくて叶吊だったんだよな
2:08:22	haine	巴さんナイスゥ
2:08:22	LEON	誘導臭かったね
2:08:22	ゲンゾウ	巴さんｍｖｐ
2:08:22	緋緋色金「ヒヒイロカネ」	草有能村人
2:08:22	アルファ	フェアリスも被害者だよねうん
2:08:23	こってりペンギン	天開は笹木にやられちゃったね
2:08:23	オッサン。	腹から声を出すんだ！！
2:08:23	sho ma	司静かだったよね？w
2:08:23	トウセイマル	つかさしゃべってたかあ？
2:08:23	じょにー	巴さん2黒あてる名推理
2:08:24	とろネギ	笹木よりは確実に喋ってた
2:08:25	アラミタマ	これ狂人は誰？
2:08:25	シメ	あー
2:08:25	z m	そういえば流れ作ったのふぇありす…?
2:08:25	玉の緒	夜王国MVP
2:08:26	六角筋	白雪さん噛むのはあからさま過ぎて一瞬怪しくないと思ってた
2:08:26	あは	初日人狼死にすぎて笑うわ
2:08:26	いのしろ	少なくとも声は通ってなかったなてんかいじ
2:08:26	わあん	喋ってなかったね
2:08:26	さんくま	巴様1/8に強いな
2:08:26	じゃこ	天開は相槌ばっかりで喋った気になってた感
2:08:27	言寺子お姉さんのエプロン	笹よ
2:08:27	ひや麦そうめん	会話への影響力が足りなかった
2:08:27	rabbit dog	司は分かりやすかった、なんか声音が余裕ある人のそれだった
2:08:27	洋ナシ	うーん、運ですかね
2:08:28	もくず	意味のある言葉がなかった感じ
2:08:28	OWL /M	テンカイジが吊られたん事故すぎる
2:08:28	ヤミツキ	さすがふわっち
2:08:29	よっしー	出ないのが正解かなぁ
2:08:29	AC	叶くんの
2:08:29	もんエナ	巴さんのかなかな指名がチェックだったか
2:08:29	さき	初日黒吊りつよいなぁ
2:08:29	mob tatu	印象ってやつやー
2:08:29	ヤマノ	笹
2:08:30	matutake	普段もうちょっとゲーム参加感はあるからなぁ
2:08:30	ぺぺろんちーの	どうしても狼だから喋っててもフワッとしちゃうやなｗ
2:08:30	サバンナ砂漠	初手事故死はつらいねw
2:08:30	basico koba	初日つらいねー
2:08:31	せやかて工藤	元々饒舌じゃないからなw
2:08:31	NNN RRR	ちょっと露骨だったな
2:08:31	なる	難しいねぇw
2:08:31	みかんの木	露骨だったかな
2:08:31	野菜ユリ	狩人だれやった？
2:08:31	スマキンリトル	役職開示ほしいね
2:08:31	ハユマーレン	声低いから…
2:08:31	ふみふみ	印象薄かってん
2:08:32	あんどりゅー	初日に黒吊られるとまじ辛いよなぁ
2:08:32	しょうどう	やっぱり乗っかるのは悪手か
2:08:32	AIKE	それはあったｗｗ
2:08:33	りお_	ヘイト稼ぐためにわざと破綻しにいったけどってかんじか
2:08:33	榎だよ	それはそう
2:08:33	kamde	草
2:08:33	なぽ	見た目かな
2:08:33	しーくん	それはそう
2:08:34	Udon Udo	直感強い村
2:08:34	あたぴ	白だしに投票しかしてない？よくわからない
2:08:34	Off Fact	確かにあれ怪しかったよな
2:08:34	ラパン.	ふわっち感が鋭いから侮れんのよ
2:08:35	Ronginusu	司さんかわいそうｗ
2:08:35	Tina #	葛葉優しい
2:08:35	雨	ふぇありすヘイト集めようとしたのか
2:08:35	!まつざき	葛葉優しかったね
2:08:35	takasan 98	ふぇありすリアル狂人なんよな
2:08:36	高野望武	狼ってかなかなと誰だったん？
2:08:36	vex	不憫の勝利
2:08:37	ツツツババササ	かなかなの誘導があからさまだったね
2:08:37	ユーヒ	さっきの笹木を司がやってたね
2:08:38	メロンソーダ8号	あー
2:08:39	giftyr	相槌が多い時の司は狼よ
2:08:39	まめまめ餅	あー
2:08:39	赤涙	それはそうｗ
2:08:39	ボンボン	巴様すげぇのか
2:08:39	ギギ	毎回即死は稀によくある
2:08:40	台風0号	フェアリス覚悟の上のプレミだったか
2:08:40	しっとり	かなかな笹木に逸らしたもんね
2:08:40	紗瑛nasi【さえなし】	なるほどw
2:08:40	諸葛亮	まじか・・・
2:08:41	さくめる	なるほどねー
2:08:41	しお	笹木に言われるのは不服だと思うｗ
2:08:41	あぶぶ	喋ってたとしても考察落としてたか？
2:08:41	。伽羅	うまいなぁ
2:08:41	mikamika	へぇ
2:08:42	SEITO COD	それは草
2:08:42	シーゴン	草
2:08:42	Neco-dog	アイヤー
2:08:42	カルマver&	なるほどねー
2:08:42	エーピー	悲しい
2:08:43	yura yura	それもあるねー
2:08:43	塩野ゆん	この村こわい
2:08:43	藤洛陽	難易度高いねえ
2:08:44	アマド	なるほど
2:08:45	たいやきまる	グレーで被せたらだめなんよ
2:08:45	ナッコー.	ふぇありすはどうしようないわ、ラス狼が霊能ローラーは無理
2:08:46	犬養毅	あそっかー
2:08:46	たれぐま,	それはそう思うｗさすがにねｗ
2:08:46	hawk 3795	あー
2:08:47	鮭フレーク	真逆で草
2:08:47	ユイス_ワンコ	せやなぁ
2:08:47	wert	てんかいじドンマイ
2:08:47	ゆり	あー
2:08:47	まりも	なるほどね
2:08:47	はりそん	潜伏ヘタか？
2:08:47	N A	潜伏で死ぬのがあるあるだよねｗ
2:08:47	kwai dan	笹木は不利側の最後の切り札
2:08:48	金のコイ。	あー
2:08:48	うずら	司は正直びっくりした
2:08:48	ガリレオ	それはつらい
2:08:48	パン屋店員	だと思ったわ
2:08:48	tutomu 81	初手村側が釣られてたら霊能
2:08:48	げんがおぞ	いきなり破綻
2:08:48	まーままな	なるほど‪w
2:08:48	あめあんず	初手破産ｗ
2:08:49	HK	あー
2:08:49	彼岸ノイド	草
2:08:49	スマイル	役職開示してほしい…
2:08:49	菜花[なはな]	あー
2:08:49	あるてな	草
2:08:49	あまねこ	草
2:08:49	aurora arc	草
2:08:49	gunkan _com	真っ先に被せたのがミスやな
2:08:49	【】Cマイナス【】	初日吊辛いよね
2:08:49	RRR RRR	草
2:08:50	燃焼系アイス	草
2:08:50	へっそむ	1人はキツイよな
2:08:50	青のバーサーカー	あー
2:08:50	arts 01	やっちゃったぜ
2:08:51	ミカグラ	狼きつすぎるなw
2:08:51	咲奈	内訳しりたいー！！
2:08:51	やもり	かなかなは霊能結果白出してればよかったんじゃないかな
2:08:51	民ノ助	もう終わりだぁ！
2:08:52	白ぽんな	すごい
2:08:53	母上	草
2:08:53	ひ	詰んだ詰んだ
2:08:54	タスク	ワンチャンもねぇｗ
2:08:54	名倉編	それはキツいよな
2:08:54	あにこ_	ファインプレー
2:08:54	抹茶ラテ	あら～
2:08:55	モキシワタ	あー
2:08:56	ななし	あーそれは厳しいなあ
2:08:56	らく	あー
2:08:56	だーわ	初日から終わってたかｗ
2:08:57	OPT	役職公開せんの？
2:08:57	TOMMY HARRY	わりとどうしようもない
2:08:57	なだそうそう	裏目ったな
2:08:57	0ctavio_0123	作戦すらなかったか
2:08:58	まんぼうどーふ	詰みRTA
2:08:59	ニコ.	なるほどな
2:08:59	sea nori	天開司は遺言で霊能
2:08:59	お姉様ランチ	かなかなは、霊能結果を騙っておけばよかったかなー。危ないけど
2:08:59	tyan kawai	もう終わりだぁ！
2:08:59	源久郎	初日で破綻してたんか
2:09:00	玉の緒	終わりだ
2:09:00	コノハ	しんどい
2:09:00	愛に生きる	最初からプランが破綻してたのか
2:09:00	おおおおおお	不破湊のカン侮れん
2:09:00	猫の足	草
2:09:00	Rabbit Room	司
2:09:00	うさにゃん・w・	あー
2:09:00	山口フグ雄	巴さんナイスだわ
2:09:00	ごくごく民	潜伏しすぎた
2:09:01	さくめる	最初に司吊られたのがきつかったね
2:09:01	T H	草
2:09:02	アストラーデリュリュイア	そら無理やわｗｗ
2:09:03	フラスコ	草
2:09:03	神薙星七	役職知りたいね
2:09:04	アジの骨	人狼側厳しい戦いだったか
2:09:04	シロ。	役職はなんだったんだ？
2:09:04	South Shinasu	狂人はふぇありすさんですよ
2:09:04	AIKE	この人狼、片方が確実に先に死んでるｗｗ
2:09:05	コポリ	初日に狼吊られるの辛いなー
2:09:05	_ MIZUKI	投票が誘導されるから形式かえないとー
2:09:05	マール/まんまるハリネズミ	人狼陣営詰んでたなぁ
2:09:05	佐藤太郎	割と詰んでたｗ
2:09:05	モリッチ	面白かった！
2:09:06	ぽっか3	狩人だれ？？
2:09:06	秋桜こすも	これはたしかに滅茶苦茶だったわ
2:09:07	ブラヴァツキー	霊能黒出しが二人の時点でどっちか人狼なのよ
2:09:07	翔	クロノワ組ませたら強そうｗ
2:09:07	なる	初日がなぁw
2:09:08	トルル	で、狩人だれや？？
