-1:58	Robert Peary	Tik.....Tok is time~
1:24:56	なけなしのひなげし	なんやそれ
1:24:57	かおう_____ta	草
1:24:57	秋人	１０発草
1:24:57	ターニングポイント	草
1:24:58	がる	うそつきw
1:24:58	悪運のたっちょん	ヘムロック単発かな？音的に…
1:24:58	うにあ	けっこうやったなｗｗ
1:24:58	GOLD. RICH	チートが悪いよ！
1:24:59	kbf kbf	だいぶ当たってて草
1:24:59	エマノン	ん？
1:24:59	YakinMan	これは普通では
1:24:59	Tuki	単発ヘムロックはまぁ普通やと
1:24:59	まろ	も？
1:25:00	まんらまんら	力を持つ者か
1:25:00	migi	草
1:25:00	ダルマン	さすがジブ
1:25:01	ぐだのすけ	草
1:25:01	まる餅丸	これは？
1:25:01	たべっちかにっち	草
1:25:02	さかりく	あんたのは普通の人だよ笑
1:25:03	求-矢澤	わからんけど強くて怖いねえ
1:25:03	マルタナカ	しぃしぃは違うｗ
1:25:04	sayyoh	ちーちー？
1:25:05	ゴリゴリのゴリ	草
1:25:05	Metallic	草
1:25:05	rim。	私も
1:25:06	黎明卿新しきボンドルド	普通にやられてて草
1:25:06	xxNay2xx	10発は普通ですねぇ
1:25:06	掃除係SouG	小柄と鉄壁の違いやね
1:25:08	LEO	ジブはシールドあるし
1:25:14	篝火カガリビ	椎名さんレイスする？
1:25:19	uv001	普通にうまいだけやん
1:25:23	くたびれた村人H・T	あきた??w
1:25:30	kiro	見てますねぇ
1:25:31	アリババ	これはどんまいとしか言いようがない笑笑
1:25:36	ジーク	やってみよう
1:25:39	桃園あい	椎名さんレイス見せ付けちゃいますか
1:25:43	sayyoh	夜見レヴうまいと思う
1:25:46	LEO	レイス持ち回りしてみる？
1:25:49	めんとす	？
1:25:51	かおう_____ta	ほんとにたまにねｗ
1:25:52	えすこんじ	草
1:25:52	アキパン	しぃレイスいくか！
1:25:53	航海	アピールすんな
1:25:54	rim。	草
1:25:54	Metallic	草
1:25:54	千年孤独のグリーンペペ	jibu
1:25:54	まっしゅぽてと	やめときなさいw
1:25:54	黎明卿新しきボンドルド	
1:25:56	がらなちゃん	ジブモテモテじゃん
1:25:57	ネムイ	草
1:25:57	どどDodo	しぃしぃレイス行こうぜ！
1:25:57	ないむん	おや？
1:25:57	まーち!	草
1:25:57	うにあ	みんなジブすきか
1:25:58	マルタナカ	デブ取り合ってる・・・
1:25:59	鼻セレブ	しぃしぃレイス見せつけたろかぁ！
1:25:59	けんばく	ジブモテモテ
1:26:00	春佳	ジブの取り合い
1:26:01	Yuuki	ジブ大人気やｗ
1:26:01	木目	椎名さんレイスでもいいぞ
1:26:02	ぐだのすけ	皆大好きジブラルタル
1:26:02	zanny	夜見はジブ大好きだもんな
1:26:03	ukurai	ジブの取り合い
1:26:04	ふぉるす	きもｗ
1:26:04	かわ3	ハゲ！？
1:26:04	うにあ	キモｗｗ
1:26:04	Metallic	
1:26:04	きじとらねこ	まとまらない吉見屋
1:26:05	伊豆半島	草
1:26:05	つけ麺つけ麺僕つけ麺	草
1:26:05	はんぺん	きもｗ
1:26:06	がらなちゃん	草
1:26:06	たまはす	ジブ大人気じゃん
1:26:06	かそく	！？
1:26:06	mikan oisii	草
1:26:06	ワタル	ハゲェェェェ
1:26:07	るーがるー	草
1:26:07	ぐだのすけ	キモは草
1:26:07	iroha ao	草
1:26:08	アキパン	きもｗ
1:26:08	ヘィヴンダックス	なんだこいつ！
1:26:08	WRyou_Italy	ハゲとるやん
1:26:08	レミリアフラン【ゲーム好き】	きもは草
1:26:08	kiro	ひでぇｗ
1:26:09	こだまんま	草
1:26:10	Buena Vista	定まらんねぇ
1:26:10	R M	ジブモテ期きてるじゃん
1:26:10	猫うさぎ	悪口で草
1:26:11	タスク	ダイレクト悪口やめて
1:26:13	GOLD. RICH	なぜそこで張り合うｗｗ
1:26:13	スケルトン	きめぇw
1:26:13	はいどれ	えっキモ！
1:26:15	斜め下	ジブれなだぁ！
1:26:16	コメちん	ｱﾃｨｼｨ
1:26:17	がっつんさん	ジブ専はみんないい人
1:26:17	てんぷら	虚空つかうかなぁ
1:26:17	エンドロ_エンドーラ【エンドラ】.	草
1:26:18	Lierra	ジブれなてぇてぇ
1:26:20	ミカグラ	シンプル悪口！
1:26:20	蓮華	草
1:26:21	free- style	ええ？草
1:26:22	アキパン	オーダーしいな
1:26:22	うにあ	ｗｗ
1:26:22	篝火カガリビ	マジでたまに使ってるからな！
1:26:23	うーぱーるーぱー	ドームファイトできるのよみしかいなくね
1:26:24	黛ヒロユキ	不安しかねえw
1:26:24	ガリレオ	草
1:26:30	るりさま	久々に見にきたらしいしい毒おじやめたの？
1:26:31	桃園あい	ジブれな強いぞぉ
1:26:32	しばれる	ハゲに厳しい
1:26:32	ルドルフ	ローテ草
1:26:34	Ketaけた	
1:26:34	しーく	オーダーだ！
1:26:35	xxNay2xx	IKUZO れな
1:26:35	taka坊	ジブれなてぇてぇ
1:26:36	wanchan !	司令塔しぃしぃは終わりそう
1:26:37	DuncAn coc	逃げのポータル
1:26:38	亀山	27キル
1:26:39	Yuuki	しぃしぃのレイスみせたるか～
1:26:40	うにあ	レイス見せつけないとな
1:26:40	エマノン	気まぐれパスタじゃん
1:26:42	カイリ	27
1:26:44	たまはす	ジブれなてぇてぇ
1:26:45	GOLD. RICH	しぃしぃレイスできるの～
1:26:46	どどDodo	虚空なし縛りのレイス
1:26:48	コメちん	夜見さんのジブちゃん好きー
1:26:49	yan yan	❪不明❫ってなんなんだろう
1:26:51	free- style	草
1:26:52	マルタナカ	なんかプロっぽい
1:26:53	はんぺん	配信では普通によかったイメージ
1:26:54	サバ吉	草
1:26:57	ラクタムβ	？？？
1:26:58	ぐだのすけ	草
1:26:58	千年孤独のグリーンペペ	X?
1:26:59	かおう_____ta	データ降りだ
1:26:59	うにあ	ｗｗ
1:27:00	かずき	草
1:27:00	えすこんじ	謎の計算ｗ
1:27:00	アキパン	草
1:27:01	春佳	データAPEX
1:27:01	鼻セレブ	草
1:27:01	なや	草
1:27:02	神田ノ	大丈夫かｗ
1:27:03	青いザリガニ	ふんふん
1:27:03	Buena Vista	ガリレオ
1:27:03	Yuuki	なんの計算やｗ
1:27:03	mikan oisii	なんかかしこそう
1:27:04	rim。	草
1:27:04	rosugi	草
1:27:04	るたろー	草
1:27:04	dd dd	しぃしぃレイス！
1:27:04	ゴリゴリのゴリ	草
1:27:04	ターニングポイント	データキャラ草
1:27:04	村田ネギ	データペックス！？
1:27:05	まーち!	草
1:27:05	抹茶	ﾒｶﾞﾈｸｲｯ
1:27:07	サワリハス	いつもの
1:27:07	migi	しぃしぃの自分のハードル上げてくスタイルすごくすき
1:27:07	たべっちかにっち	データキャラきたな
1:27:07	桃園あい	データの椎名
1:27:07	黎明卿新しきボンドルド	データキャラか？
1:27:07	kbf kbf	え？
1:27:08	茶々丸	草
1:27:08	ミカグラ	？？？？
1:27:08	伊豆半島	草
1:27:08	ふぉるす	ここ！
1:27:09	かそく	この計算機壊れてる…
1:27:09	Metallic	草
1:27:09	xxNay2xx	ふわふわ指令でよみさんキレそう
1:27:09	しばれる	秀才キャラか？
1:27:09	Paper Tiger	そこかーい
1:27:09	くたびれた村人H・T	適当だw
1:27:10	鶴部織羽	草
1:27:10	まる餅丸	適当w
1:27:10	ぐだのすけ	結局パリピで草
1:27:11	ネムイ	草
1:27:12	豚男	結局いつもの
1:27:12	斜め下	頭良さそうな雰囲気草
1:27:12	まっしゅぽてと	葛葉と同じ匂いがするw
1:27:13	さめたろう	電卓か！？
1:27:13	チチ&カカ	結局そこかい
1:27:13	人喰いリス	結局ボヤージュｗ
1:27:13	きじとらねこ	データのしいなきた！！
1:27:13	WRyou_Italy	いつもの
1:27:14	なや	いつもの
1:27:14	kbf kbf	ここ！
1:27:15	加藤	データAPEXだ！
1:27:15	zanny	草
1:27:16	秋人	よしみの気まぐれパスタ
1:27:16	ミカグラ	住所かな？
1:27:16	DuncAn coc	結局そこかよ
1:27:17	アキパン	椎名算
1:27:17	GOLD. RICH	不安しかないｗｗ
1:27:17	はいどれ	ここ！（いつもの）
1:27:17	HiRoN kotoriTH	無理すんなｗ
1:27:17	焼きナス	結局ミラージュボヤージュやん
1:27:18	ディード	ガッバガバなのなw
1:27:18	taka坊	！？
1:27:20	ガリレオ	かしこいなぁ…
1:27:21	蓮華	データペックスきた！
1:27:21	ukurai	データのしいな
1:27:22	かおう_____ta	いつもの！
1:27:23	ググレそうい	またそこかい
1:27:24	ひよこ!	草
1:27:26	Taihou Henker	この大福適当すぎる
1:27:26	かわ3	データ上はね
1:27:26	ねこさん1号	草
1:27:26	マルタナカ	脳死やんけｗｗ
1:27:27	ジーク	天才の考えることはわからない
1:27:28	墓盗り	Dpex
1:27:30	B. D.	他のとこよりマシ
1:27:30	ケンフー	なんだ！
1:27:32	ルドルフ	言い訳
1:27:32	ddd ss	計算出来てエライ
1:27:35	がらなちゃん	あてぃしのデータによれば
1:27:36	青いザリガニ	全部計算通り
1:27:38	黎明卿新しきボンドルド	結局ミラボヤじゃねえかw
1:27:38	wanchan !	運が強い
1:27:38	しばれる	よしみの頭脳担当
1:27:40	Yuuki	データAPEXきたな
1:27:42	てんぷら	マスティフかぁ
1:27:45	トライド	天才過ぎてわからんｗ
1:27:49	秋人	ジャンプが全部カジュアルムーヴで草
1:27:52	がらなちゃん	草
1:27:53	コメちん	Ω＼ζ°)ﾁｰﾝ
1:27:53	アキパン	あれ？
1:27:53	ukurai	はい
1:27:54	きい	草
1:27:54	けんばく	はい
1:27:54	kbf kbf	はい
1:27:55	かわ3	データ捨てろ！
1:27:55	まーち!	草
1:27:55	めんとす	はい
1:27:55	Ketaけた	草
1:27:55	NoName	草
1:27:55	うにあ	おわったがｗｗ
1:27:55	WRyou_Italy	はい
1:27:55	こだまんま	草
1:27:56	ぶらちゃん	草
1:27:56	かそく	草
1:27:56	ディード	草
1:27:56	青いザリガニ	草
1:27:56	なや	草
1:27:57	まあライオン	データ・・・！？
1:27:57	-銘-あき-A ki	草
1:27:57	伊豆半島	草
1:27:57	鼻セレブ	だめじゃねぇか
1:27:57	ぎるがめっしゅ	あらあら
1:27:57	鶴部織羽	はい
1:27:58	かおう_____ta	gg
1:27:58	九十九	計算とは
1:27:59	ホットケーキ	草
1:27:59	サワリハス	データアカンやん！
1:28:00	ネムイ	はい
1:28:00	うにあ	はやない？？ｗｗ
1:28:00	Ito Yuji	ジブロック
1:28:00	伊豆半島	はい
1:28:01	りき	草
1:28:01	Buena Vista	草
1:28:01	りぃこ	草
1:28:01	Rabunama	はい
1:28:02	村田ネギ	ポイント溶ける～
1:28:02	たべっちかにっち	虚空を使わないレイスｗ
1:28:02	神田ノ	え？
1:28:03	桃花	うーんｗ
1:28:03	焼きナス	ということでね
1:28:03	マルタナカ	虚空なんてない
1:28:03	よる	草
1:28:03	なけなしのひなげし	ふるわんなぁ
1:28:03	ジーク	これが最速です（）
1:28:04	sura nori	はいつぎ～
1:28:04	ddd ss	はい、計算通り
1:28:04	あっきゅあ	ｯｽｰ
1:28:04	きじとらねこ	データ・・・・
1:28:05	ミカグラ	め ちゃ く ちゃ
1:28:05	茄雪	はい
1:28:05	ukurai	データ…
1:28:05	ふぉるす	草
1:28:05	くたびれた村人H・T	すーーーーー
1:28:06	星野空	しぃしぃアビ全然使わないね？
1:28:06	木目	マスティフは無理だねぇｗ
1:28:06	mokopako	はい
1:28:06	加藤	いっぱいおったねぇ
1:28:06	モモぴ	なにしにきたんや！
1:28:07	dd dd	​草
1:28:07	ステーキさん	ｯｽｰ
1:28:07	ふくざわゆきち	草
1:28:07	倍満	これがデータapexか
1:28:08	うにあ	データすてようぜ！！！ｗ
1:28:08	のりのりなのり	まあ初動は被ったらしゃあない
1:28:08	山浦環	全滅RTA
1:28:09	うたぽん	草
1:28:10	いけるっ!!	ポイント減らすのうまいなぁ
1:28:10	ヘィヴンダックス	RTA
1:28:11	ヘビマヨくんまたはデブの食い物	データw
1:28:11	人喰いリス	最初からや
1:28:12	たまはす	過去最速では？ｗ
1:28:12	アリス	ばか多くて草
1:28:12	LEO	マイク殴らんといてもろて
1:28:13	まる餅丸	ッスーーー
1:28:13	えすこんじ	データ捨てよう
1:28:13	ちなまる	草
1:28:14	Paper Tiger	最初からやｗ
1:28:14	ひよこ!	ｯｽｰ
1:28:14	篝火カガリビ	草
1:28:14	黎明卿新しきボンドルド	データの敗北
1:28:14	ゴリゴリのゴリ	データは？
1:28:15	よーでる	これはひどいｗ
1:28:15	てんぷら	初手マスティフはきつい
1:28:16	ねこさん1号	虚空を使わないとこ
1:28:16	エアコンのリモコン	データ捨てないから
1:28:16	イド	草
1:28:16	てぃれもん	草
1:28:16	_らぐのすけ	あっ
1:28:16	なや	そのデータ壊れてない？
1:28:16	ななかな	草
1:28:17	Yuuki	最初っからやｗ
1:28:17	レミリアフラン【ゲーム好き】	いつもやろ！
1:28:17	タスク	多分ジャンプからですねぇ
1:28:18	源太克己	やった！最下位じゃないね！
1:28:18	ヴィル	最初からや
1:28:19	かわ3	計算は完璧だったはず！？
1:28:20	トライド	計算捨てましょｗ
1:28:20	常春セイ	データキャラやめろ！ｗ
1:28:20	コウカ	初めからだよ、、
1:28:20	チチ&カカ	初めからだろ
1:28:21	メタル化・魔法反射装甲	どんどんプラチナから遠ざかって草
1:28:22	はぐぅ	サーバ変えてみたら
1:28:22	kbf kbf	そもそも計算できてねぇんだよなぁ
1:28:22	秋人	最初っから……ですかね……
1:28:22	蓮華	ここで計算ミス・・！！
1:28:23	青いザリガニ	最初からやで
1:28:24	Zrecko	They are so energetic at midnight 😆
1:28:25	ぜんいち	まだ何も始まってないぞ
1:28:25	B. D.	草
1:28:26	はいどれ	早くデータ捨てろ
1:28:26	ミカグラ	多分これが一番早いと思います
1:28:26	mikan oisii	検算しないと…
1:28:26	リタレイト	草も生えない
1:28:27	うーぱーるーぱー	辞退しよっか…
1:28:27	ぐだのすけ	草
1:28:27	うたぽん	
1:28:27	Metallic	草
1:28:27	うにあ	計算ミスやんけｗｗ
1:28:28	migi	草
1:28:28	鼻セレブ	草
1:28:28	猫うさぎ	ゴルフかな？
1:28:29	UMA	草
1:28:30	千名華	どこだ…どこに間違いがあったぁ…！
1:28:30	鶴部織羽	ゴルフかよｗ
1:28:30	かおう_____ta	策士策に溺れた…
1:28:30	ヘビマヨくんまたはデブの食い物	風かぁw
1:28:31	ukurai	データ捨てよ
1:28:32	桃園あい	キャラ選びからですかね
1:28:32	kiro	ほんと草
1:28:32	かずき	草
1:28:33	AKGP AJ	トイレ行ったら負けてたわ
1:28:33	加藤	パワプロやってる？
1:28:33	くろうさぎ	ゴルフじゃん
1:28:34	シャムねこ	草
1:28:34	まーち!	今日風強かったからね
1:28:34	アリババ	2
1:28:34	キキ	葛葉っぽいｗ
1:28:35	サワリハス	風向き計算に入れてなかったか
1:28:35	たべっちかにっち	草
1:28:36	みなみ	それだな
1:28:36	ななやん	サンタナ吹いてたかー
1:28:37	Yuuki	おもろすぎるｗ
1:28:37	-銘-あき-A ki	データ捨ててもろて
1:28:39	っ。･ω･	違うゲーム
1:28:39	WRyou_Italy	パワプロかよ
1:28:39	エマノン	カオス理論だからな
1:28:40	ステーキさん	みんゴルかな？
1:28:40	ヘィヴンダックス	データに狂いが生じたな
1:28:41	ディレ	なるほどね
1:28:42	マルタナカ	このチーム大丈夫か
1:28:42	くんくん	キャラ選から狂ってたよ
1:28:42	ガリレオ	ゴルフかな？
1:28:43	ロ一ツェ	風読んでて草
1:28:43	美神運狩	golf it やってる？？ｗ
1:28:43	まっしゅぽてと	低気圧計算に入れ忘れたなぁ
1:28:44	木目	とりあえずマップ勉強からだねぇｗ
1:28:44	黎明卿新しきボンドルド	たまたま風が吹いちゃったか
1:28:47	アキパン	ふわっｗ
1:28:48	なぎのこ	風がね
1:28:48	しろやま	あっさり死ぬの面白すぎん？
1:28:49	焼きナス	風でジャンプがズレてたな
1:28:50	うにあ	風があればね・・・
1:28:53	トカゲッコー	東から吹く風に追いつかれたかな
1:28:55	蓮華	天才だ・・
1:28:55	神田ノ	みんごるしとる？ｗ
1:28:55	トライド	風はしかたないなー
1:28:55	GOLD. RICH	風のせいかぁ・・
1:28:55	ラクタムβ	草
1:28:56	HiRoN kotoriTH	風のせいｗ
1:28:57	うにあ	結局ジブｗｗ
1:28:57	ググレそうい	見てて面白いわ
1:28:57	LAZ 17	鳥人間コンテスト？
1:28:57	Yuuki	はっやｗ
1:28:58	山浦環	風計算に入れろ
1:28:58	ふりっつ	草
1:28:58	アキパン	草
1:28:59	ヘンゲ	多分、風。
1:29:03	黎明卿新しきボンドルド	ここは風都だった！？
1:29:04	亀山	キャラピックから狂ってそう
1:29:05	がらなちゃん	いつもの
1:29:07	たまはす	草
1:29:10	sura nori	１５の２３じゃなくて１８の２４だったかもｗ
1:29:11	てんぷら	あれはレイスとか関係ないけどもｗ
1:29:12	ぐだのすけ	草
1:29:14	みなと	もうじきゴールド4やで
1:29:16	がらなちゃん	フラミンゴほんと草
1:29:16	はんぺん	でたｗ
1:29:17	ソーセン	草
1:29:18	あっきゅあ	オカルトめいてきた
1:29:18	えすこんじ	私はフラミンゴ…
1:29:18	rosugi	あてぃしはフラミンゴ
1:29:19	香貫花	でもこの風邪少しｒｙ
1:29:21	かそく	やっぱフラミンゴよ
1:29:25	かおう_____ta	草
1:29:28	ぷりっつPretz	フラミンゴ作戦
1:29:28	アキパン	草
1:29:28	うにあ	ああああｗ
1:29:30	kbf kbf	草
1:29:33	たべっちかにっち	草
1:29:33	ヘィヴンダックス	あぁ、野生のフラミンゴか
1:29:33	ぎるがめっしゅ	草
1:29:34	ソーセン	草
1:29:35	レミリアフラン【ゲーム好き】	声草
1:29:38	ワタル	レイスもキモくて草
1:29:39	たまはす	草
1:29:44	tata knt	アティシはフラミンゴ
1:29:46	xxNay2xx	夜見はやさしいなぁ
1:29:54	うにあ	ｗｗ
1:29:54	まーち!	11w
1:29:58	秋人	ガスおじってチームで同行できないなら強さがｗ
1:29:58	篝火カガリビ	椎名さんのがしてるｗ
1:29:59	加藤	黄金レイス草
1:29:59	亀山	11キル
1:30:00	ソーセン	草
1:30:01	noi	夜見レイスは珍しい
1:30:03	たべっちかにっち	２７
1:30:04	白髪反応装甲	ハンマー3人こわ
1:30:04	加藤	27
1:30:05	ぷりっつPretz	しぃしぃ
1:30:07	ゴリゴリのゴリ	27
1:30:07	まっちゃん	椎名さん
1:30:08	篝火カガリビ	２０そこそこ
1:30:09	木目	27
1:30:10	kiro	草
1:30:14	free- style	おお？ま？
1:30:16	たまはす	レイス窮屈そう
1:30:22	トライド	夜見さんのレアレイス
1:30:23	ta k	試練は逆に
1:30:25	うにあ	いい勝負したなｗ
1:30:26	まーち!	ダブルスコアやね
1:30:27	wanchan !	後からくんだよなぁ
1:30:35	くたびれた村人H・T	な??w
1:31:09	まつつ	試練物資しょぼいからなー
1:31:10	うにあ	やるんだよおお！
1:31:12	まろ	やらないならそこに行った意味ないよ
1:31:13	ゆきと	周りで漁ったのが後から来る
1:31:27	Minoru	全部
1:31:29	ta k	ゴミ箱やん
1:31:30	free- style	物資しょぼ
1:31:30	えすこんじ	ほぼ全部取るの草
1:31:31	Virra	草
1:31:32	まーち!	全部取ってて草
1:31:32	チチ&カカ	ほとんど取った
1:31:32	アキパン	草
1:31:32	しばれる	いそげいそげー
1:31:32	Paper Tiger	全部持ってくやんｗ
1:31:33	たべっちかにっち	全回収ｗ
1:31:38	ぐだのすけ	草
1:31:38	ふくざわゆきち	全部取って草
1:31:49	うにあ	いいねえ～
1:31:54	サワリハス	あてぃしの！
1:31:56	秋人	今回はハズレ試練の予感
1:31:59	ぜんいち	全部持ってくの草
1:32:01	WRyou_Italy	来そうだなぁw
1:32:02	鈴木高橋	取りすぎや
1:32:03	APEXにハマったたいすけさん	取りすぎやろw
1:32:04	hachi 111	ジャイアンがいるねぇ
1:32:07	まろ	ヨクバリスしいなさん
1:32:08	うにあ	ｗｗ
1:32:10	アキパン	草
1:32:11	タスク	草
1:32:11	ちなまる	草
1:32:13	kbf kbf	草
1:32:13	はなめ	草
1:32:13	くじらあきら【Whale AKR】	試練w
1:32:13	うにあ	ｗｗ
1:32:14	マルタナカ	なにしてんのｗ
1:32:14	Yuuki	草
1:32:15	くたびれた村人H・T	あっw
1:32:16	うにあ	しんだｗｗ
1:32:16	ぐだのすけ	草
1:32:16	どどDodo	草
1:32:16	がらなちゃん	草
1:32:16	青いザリガニ	草
1:32:16	けんばく	草
1:32:17	Metallic	草
1:32:18	ターニングポイント	草
1:32:18	kiro	草
1:32:18	ワタル	ドーム使う意味ｗｗ
1:32:19	加藤	視界不良
1:32:19	ふぉるす	草
1:32:19	まる餅丸	草
1:32:19	かおう_____ta	草
1:32:20	たまはす	草
1:32:20	かそく	草
1:32:20	かずき	草
1:32:21	しばれる	よみさん？
1:32:21	黎明卿新しきボンドルド	夜見w
1:32:21	ネムイ	草
1:32:22	たべっちかにっち	草
1:32:22	篝火カガリビ	金バッグやくにたった
1:32:23	mikan oisii	早速金バッグの出番だ
1:32:23	木目	マジかｗ
1:32:24	Luore / ルオレ	草
1:32:25	ぎるがめっしゅ	草
1:32:25	えすこんじ	バック役立ったなｗ
1:32:25	山浦環	うそでしょｗ
1:32:26	TOT2.0	😺
1:32:27	よる	草
1:32:28	ふくざわゆきち	金バッグ役立ってて草
1:32:29	トライド	あっ
1:32:29	秋人	助けてって言われてもガスで何も見えねえｗ
1:32:30	はんぺん	厳しい試練だ…
1:32:31	Takuya S	くっそおもしれぇや
1:32:31	ステーキさん	わちゃわちゃ
1:32:33	ちなまる	ジブでもいいよ
1:32:34	さしみカレー	ジブでもいい
1:32:34	Riku 。	草
1:32:38	rim。	草
1:32:40	noi	金はジブかなぁ
1:32:40	人喰いリス	ポータルの分レイスか
1:32:40	レミリアフラン【ゲーム好き】	ええ
1:32:41	UMA	草
1:32:43	めんとす	被りなおせ
1:32:43	どどDodo	ジブでいい
1:32:43	Virra	青頭とらないんかーい
1:32:44	xxNay2xx	メット捨てて草
1:32:44	アガペー	ジブの方がよさげ
1:32:46	名無し	ジブ派
1:32:46	DuncAn coc	頭
1:32:47	free- style	え？
1:32:48	コメで笑ったら登録しておくれ	ジブでいいよー
1:32:48	Gardevoir 6V Mega	この三人なら誰でもいいな
1:32:49	ななやん	ガスジブでもええぞ
1:32:51	ta k	おいてきたｗ
1:32:52	hachi 111	あてぃしの！！
1:32:52	貧相な富豪	ジブ金ありやでー
1:32:53	B. D.	頭置いてきた
1:32:53	亀山	ジブかレイス
1:32:56	風吹荒	頭が
1:32:57	木目	ジブ推しで
1:32:57	マルタナカ	頭寂しい
1:32:59	zanny	青頭捨ててきた
1:33:01	うにあ	ないなｗｗ
1:33:01	アキパン	草
1:33:02	Takuya S	金はジブだなー
1:33:04	APEXにハマったたいすけさん	青めっとが
1:33:04	篝火カガリビ	入らなかった
1:33:04	ぐだのすけ	草
1:33:08	まる餅丸	草
1:33:08	kiro	ノーヘルかぁ
1:33:11	うどんこねっと	ヘルメットはすててきた
1:33:11	加藤	頭デカ過ぎて入らんかったか
1:33:12	くんくん	暴走族だから、、ね
1:33:13	ワタル	なんでやｗ
1:33:13	しばれる	裸おるぞ
1:33:14	アキパン	全てを置いてきた
1:33:14	レミリアフラン【ゲーム好き】	頭なし草
1:33:15	ヘンゲ	あたまがパァ
1:33:16	がらなちゃん	この世の全てを置いてきた
1:33:17	Paper Tiger	試練の意味ねーな
1:33:19	山浦環	試練やって白とかマ？
1:33:22	たまはす	そういえばアーマー出なかったなｗ
1:33:23	コメで笑ったら登録しておくれ	頭入らんかったか～
1:33:25	UMA	コールドロジャーやん
1:33:36	アガペー	試練くんさぁ
1:33:36	サーモン	治療あげてｗ
1:33:45	うにあ	ｗｗ
1:33:46	かわ3	草
1:33:49	rim。	ww
1:33:52	くたびれた村人H・T	草
1:33:52	hachi 111	戸惑いの夜見
1:33:54	kiro	草
1:33:55	マルタナカ	あるんだよなぁｗ
1:33:55	たべっちかにっち	あるよｗ
1:33:55	ぐだのすけ	草
1:33:55	kbf kbf	草
1:33:55	ガリレオ	無理かなぁ…
1:33:56	まーち!	草
1:33:56	ふぉるす	草
1:33:57	かおう_____ta	草
1:34:01	Buena Vista	止まるんじゃねえぞ
1:34:06	ta k	止めれるぞ
1:34:07	pa- tarou	金ボディないんか 試練まじ無駄
1:34:11	しばれる	ちょっと無理かなあ...
1:34:16	wanchan !	そんなことある？は草
1:34:26	Yuuki	え？
1:34:30	コウカ	弾拾いに行け
1:34:31	ぐだのすけ	え？
1:34:34	-銘-あき-A ki	え？
1:34:34	桃purée	
1:34:38	free- style	草
1:34:39	ソーセン	草
1:34:40	ぐだのすけ	草
1:34:40	あひこ。	草
1:34:42	B. D.	違和感ある時は・・
1:34:44	rapi102	ん?
1:34:45	うにあ	疑心暗鬼ですねこれは
1:34:46	LAZ 17	ステルスゲーｗ
1:34:46	シュンぱーふぇくと美少女	草
1:34:47	Ito Yuji	自分との闘い
1:34:56	ヘィヴンダックス	ビビってんねぇ
1:35:12	ソーセン	草
1:35:14	ぐだのすけ	草
1:35:15	かわ3	マジックか！？
1:35:15	鼻セレブ	しぃしぃ！？
1:35:16	kiro	しぃしぃ...
1:35:17	まーち!	草
1:35:19	83ヘチマ	マジックだ
1:35:21	たべっちかにっち	しぃしぃいっつも置いてけぼりｗ
1:35:22	えすこんじ	草
1:35:23	メタル化・魔法反射装甲	夜見の関西弁初めて聞いた気がする
1:35:24	アキパン	草
1:35:29	うにあ	漁ってる間にね
1:35:30	たまはす	草
1:35:30	桃園あい	アサリ大全
1:35:33	こうちゃ	現よみってなんてよむんですか？
1:35:34	くっし-	えあ～
1:35:35	うにあ	マジックじゃん・・・
1:35:37	トライド	瞬間移動マジック
1:35:37	ddd ss	移動マジック
1:35:39	木目	椎名さん欲しいもん探しちゃうからなぁ
1:35:39	桃purée	しぃしぃリードつけとくか
1:35:45	Gardevoir 6V Mega	入れ替わり
1:35:50	まーち!	うつつよみ
1:35:50	B. D.	えん！
1:35:51	Maca	ututu\
1:35:53	ワタル	えん！
1:35:54	千年孤独のグリーンペペ	エン！
1:35:54	桃花	現：うつつ
1:35:55	ぐだのすけ	えん！
1:35:56	Yuuki	えん！
1:35:56	焼きナス	えん！
1:35:56	壇ノ浦調子	鏡花水月使ったか
1:35:56	ふぉるす	えん！
1:35:57	ソーセン	えん！
1:35:57	ふりっつ	りりむ！？
1:35:59	かおう_____ta	ｴﾝｯ
1:36:00	がらなちゃん	エンッ！
1:36:04	しろやま	エ”ン”
1:36:05	kbf kbf	ｴﾝｯ！
1:36:06	亀山	えん！
1:36:09	ddd ss	ぴえん
1:36:38	83ヘチマ	逃げウルト
1:36:54	ももみと	劇薬嗅いだみたいな鳴き声だ
1:36:58	wanchan !	長物もってもろて
1:37:05	木目	でも育てる構成じゃないよな
1:37:27	GOLD. RICH	そろそろ敵倒すとこみたいなぁ
1:37:30	うぃの	G7かチャーライあるとね
1:37:41	秋人	１４部隊も居たら挟まれそうだけどどうだろ
1:37:49	ぐだのすけ	ちくちーく
1:37:49	かわ3	ﾁｸﾁｰｸﾁｸﾁｸ
1:37:50	ワタル	チクチクチクチク！？
1:37:51	Yuuki	チクチーク！
1:38:01	がらなちゃん	チクチーク＝ヤリタイデス
1:38:10	wanchan !	アイアンサイトでチクチーできる？笑
1:38:23	くたびれた村人H・T	草
1:38:27	タスク	はーい（メット方向）
1:38:34	どどDodo	25秒ドームは強い
1:38:52	てんぷら	やばいかも
1:39:07	かそく	うっま
1:39:08	千年孤独のグリーンペペ	キャラコンうまいガスだ
1:39:09	うりす	うめぇ
1:39:10	星野空	正面負けは草
1:39:10	なしな	スライディングおじ
1:39:11	ぐだのすけ	く～
